niche,niche_type,priority,query,score,video_id,url,title,channel,channel_handle,views,views_text,published,age_days_est,views_per_day_est,duration_seconds,duration_minutes,is_long_1h_plus
discovery_dark_academia_piano,new_discovery,6,gothic library piano rain study music 2 hours,39.0,NgexOu7fsLg,https://www.youtube.com/watch?v=NgexOu7fsLg,Dark Academia Piano Music with Rain — 2 Hours Gothic Library Ambience for Study & Reading,Dark Academia Music,UCSEEzvYfA-BOMiRCFppiWBA,49,,,,,7355,122.58,True
discovery_dark_academia_piano,new_discovery,6,dark academia reading music castle rain,39.0,SFNrq8grTfo,https://www.youtube.com/watch?v=SFNrq8grTfo,Dark Academia Music for Reading & Deep Focus | Old Castle in the Rain | Timeless Gothic Atmosphere,Ashen Codex,UC6mIM6JyFoOc8LZDsd3vb2Q,6437,,,,,12450,207.5,True
current_spanish_gospel_blues,current,2,Dios conoce tu dolor Gospel Blues en Español 1 hora,38.0,Djyes4_QlVg,https://www.youtube.com/watch?v=Djyes4_QlVg,DIOS CONOCE TU DOLOR 🙏 | 1H40 de Gospel Blues en Español Para Orar y Descansar,El Camino da Fé,UC5gtfSw5vpAI84wlZnBNmUA,,,,,,6200,103.33,True
current_spanish_gospel_blues,current,2,Blues Cristiano en español alabanzas cristianas 1H30,38.0,nktKNUMXC3g,https://www.youtube.com/watch?v=nktKNUMXC3g,Blues Cristão Especial Jesus | 1h30 de Louvores Profundos Para Descansar a Alma,Voz do Salmista,UCzissyTqpNeUJdb1P2fev8w,639,,,,,6089,101.48,True
current_spanish_gospel_blues,current,2,Blues Cristiano en español alabanzas cristianas 1H30,38.0,LnzpVI84RfY,https://www.youtube.com/watch?v=LnzpVI84RfY,"Quando o Blues Encontra o Espírito Santo | 1h30 de Blues Cristão Profundo | Louvor, Paz e Presença",Voz do Salmista,UCzissyTqpNeUJdb1P2fev8w,14626,,,,,5520,92.0,True
current_spanish_gospel_blues,current,2,Blues Cristiano en español alabanzas cristianas 1H30,38.0,XqBP_wRP8yg,https://www.youtube.com/watch?v=XqBP_wRP8yg,Harpa Cristã em Blues — 1h30 de Paz | Louvores Antigos em Blues Gospel,Louvor com Blues,UCjhJUd_wRiFyVcLOI8RTLBw,16535,,,,,5545,92.42,True
current_spanish_gospel_blues,current,2,Blues Cristiano en español alabanzas cristianas 1H30,38.0,ol6bmZH7RUE,https://www.youtube.com/watch?v=ol6bmZH7RUE,Quando o Blues Cura a Alma 2 | Blues Cristão | Salmos Que Restaura o Coração,Voz do Salmista,UCzissyTqpNeUJdb1P2fev8w,17451,,,,,6138,102.3,True
current_dark_deep_house_noir_pulse,current,3,after 2am dark deep house mix focus no vocals,37.0,xDih5SwFs_c,https://www.youtube.com/watch?v=xDih5SwFs_c,𝟮𝗮𝗺.,Lost Sounds,UCdxcdfiLlxIHqto0fw5FNWw,9564696,,,,,3627,60.45,True
current_dark_deep_house_noir_pulse,current,3,medieval castle rave dark deep house mix,37.0,SBURY8-YXG4,https://www.youtube.com/watch?v=SBURY8-YXG4,MEDIEVAL CASTLE RAVE | 1H30 Dark Deep House Mix — No Vocals,Noir Pulse — Dark Deep House,UCf3fHFiF6ldo4NQSp_zDpig,4,,,,,5863,97.72,True
current_dark_deep_house_noir_pulse,current,3,1h30 dark deep house mix no vocals focus,37.0,4hmwm22xB8Q,https://www.youtube.com/watch?v=4hmwm22xB8Q,"Cyber Focus Music — Dark Neon 1H30 | Coding, Study & Deep Work | Zro State",Zro State,UCvRcEYDDHx8qde1_CPb1sFA,121,,,,,5401,90.02,True
discovery_cinematic_celtic_ambient,new_discovery,8,dark celtic ambient music for studying 1 hour,37.0,mcYGg7YFEww,https://www.youtube.com/watch?v=mcYGg7YFEww,Merlin’s Study at Avalon | Celtic Medieval Ambience & Original Music,Medieval Hearth,UCYyje0PjGkLpQZ0tqM4GUPw,76256,,,,,8995,149.92,True
discovery_cinematic_celtic_ambient,new_discovery,8,medieval castle ambience music rain study,37.0,owsfT8KT5yg,https://www.youtube.com/watch?v=owsfT8KT5yg,"Medieval Rainy Castle Window View & Relaxing Music for Study, Sleep & Meditation",Medieval Window,UCYhuSKxE6Hv34Vl78VlfkIg,20075,,,,,20488,341.47,True
discovery_cinematic_celtic_ambient,new_discovery,8,fantasy medieval music castle tavern 2 hours,37.0,LhRk87YvaPk,https://www.youtube.com/watch?v=LhRk87YvaPk,"2 Hours of Epic Fantasy Medieval Kingdom Music 🏰 | Royal Castle Ambience, Tavern Vibes  Soundtrack",Your Daily Music,UCfNmMJ9WIa4nfJ5-EFHFXoQ,45,,,,,10085,168.08,True
discovery_cinematic_celtic_ambient,new_discovery,8,fantasy medieval music castle tavern 2 hours,37.0,HwgciD3fvDs,https://www.youtube.com/watch?v=HwgciD3fvDs,"Tavern Harp Music Fireside Crackling   Medieval Tavern Ambience for Sleep, Relaxation",Fkx Studios,UC-C6ocYMS_uMyoToGCHHSFg,77606,,,,,31524,525.4,True
current_jazz_lounge,current,4,smooth jazz lounge 1 hour 30 relaxing instrumental,36.0,zhcDMf3GG68,https://www.youtube.com/watch?v=zhcDMf3GG68,SMOOTH LOUNGE JAZZ  | Sunset Luxury Chillout | Relaxing Saxophone Melodies | 1 Hour Evening Chill,MUSIC IS MY THERAPY,UC4jFa86iJkXbbs2RP7Hbahw,1234935,,,,,3906,65.1,True
current_jazz_lounge,current,4,night jazz lounge instrumental 1h30,36.0,aoEQAtPBaGU,https://www.youtube.com/watch?v=aoEQAtPBaGU,1h30 ambient jazz music,Imaginary Bard,UCeTH3z4Ul4OGTFHiPRVKpCw,75,,,,,5963,99.38,True
current_jazz_lounge,current,4,night jazz lounge instrumental 1h30,36.0,tDeLOvoh7PA,https://www.youtube.com/watch?v=tDeLOvoh7PA,"Atlanta, USA Night Jazz - Soothing Piano Jazz Music for Sleep ~ Relaxing Piano Jazz Music",Smooth Piano Jazz,UCvldQYubivfnUE2_8HigYpA,967457,,,,,5266,87.77,True
discovery_latin_gospel_lofi,new_discovery,9,lofi cristiano en español para dormir estudiar,36.0,njcqf3JvC_Y,https://www.youtube.com/watch?v=njcqf3JvC_Y,"Música Cristiana LoFi para orar, meditar y leer la Biblia 📚 Christian Lo-Fi Playlists",Soul Lo Fi,UCH4m8SkUVDy25vEiKGqYOeg,1090,,,,,7231,120.52,True
discovery_latin_gospel_lofi,new_discovery,9,lofi cristiano en español para dormir estudiar,36.0,JdBYq3AOI4A,https://www.youtube.com/watch?v=JdBYq3AOI4A,LOFI CRISTIANO PARA ESTAR DE CHILL Y RELAJARSE 🙌🏻 MÚSICA QUE TE RELAJA Y CALMA LA ANSIEDAD,Soul Lo Fi,UCH4m8SkUVDy25vEiKGqYOeg,30663,,,,,9776,162.93,True
discovery_christian_sleep_ambient,new_discovery,5,soaking worship instrumental sleep music no words,35.0,XhASEIFbdkI,https://www.youtube.com/watch?v=XhASEIFbdkI,IN HIS PRESENCE - Soaking worship instrumental | Prayer and Devotional,Central Record,UCWwaZ6fgeDWAtQrn_YGAxkQ,3326291,,,,,3809,63.48,True
discovery_afro_deep_house,new_discovery,7,afro deep house mix 2026 1 hour no vocals,33.0,4PqrRoE8h2Q,https://www.youtube.com/watch?v=4PqrRoE8h2Q,Afro House 2026 | Deep Melodic Set | Black Coffee Style | DJ VANTA | 1 Hour,AFRO DEEP VANTA,UCzp5IbO2oyDPZM8dDBkm6Bw,568262,,,,,3620,60.33,True
discovery_afro_deep_house,new_discovery,7,afro deep house mix 2026 1 hour no vocals,33.0,0pKETQNC4BI,https://www.youtube.com/watch?v=0pKETQNC4BI,Afro House Mix 2026 🌅 Best Afro Deep & Tribal Grooves | Sunset Energy Mix #VOL 34,Jungle Pulse House,UCDP9FjDsxVoDSiVd58MnekA,636586,,,,,5094,84.9,True
discovery_afro_deep_house,new_discovery,7,afro deep house mix 2026 1 hour no vocals,33.0,ZAInbATRu5Q,https://www.youtube.com/watch?v=ZAInbATRu5Q,Afro House Mix 2026 | The Best of Afro House 2026,AfroAura,UC7DihYa93AUXipipOgNfIPQ,1140615,,,,,4220,70.33,True
discovery_afro_deep_house,new_discovery,7,afro melodic house mix 2026 long mix,33.0,Sq_L2BCW5BQ,https://www.youtube.com/watch?v=Sq_L2BCW5BQ,Afro House 2026 | Deep Melodic Set | Black Coffee Style | DJ VANTA | 1 Hour Vol.16,VANTA AFRO HOUSE,UCalQp4Z8Wx_wEgfs99H5Esw,188960,,,,,5355,89.25,True
discovery_afro_deep_house,new_discovery,7,afro melodic house mix 2026 long mix,33.0,JrorYWOpsbs,https://www.youtube.com/watch?v=JrorYWOpsbs,🔥 AFRO / MELODIC HOUSE 2026 - DEEP & HYPNOTIC SET BLACK NIGHTS🔥 BLACK COFFEE | Afro House Radio,Afro House Radio,UCq1GTJe7iQNoCSrugWaDslQ,2115419,,,,,4799,79.98,True
discovery_afro_deep_house,new_discovery,7,Afro House 2026 deep melodic set 1 hour,33.0,CaA--XnLtWc,https://www.youtube.com/watch?v=CaA--XnLtWc,Afro House 2026 | Deep Melodic Set | Black Coffee Style | DJ VANTA | 1 Hour Vol.18,VANTA AFRO HOUSE,UCalQp4Z8Wx_wEgfs99H5Esw,10823,,,,,5414,90.23,True
discovery_afro_deep_house,new_discovery,7,Afro House 2026 deep melodic set 1 hour,33.0,0EuV2C_inrc,https://www.youtube.com/watch?v=0EuV2C_inrc,Afro House 2026 | Deep Melodic Set | Black Coffee Style | DJ VANTA | 1 Hour Vol. 2,AFRO DEEP VANTA,UCzp5IbO2oyDPZM8dDBkm6Bw,545986,,,,,3848,64.13,True
discovery_afro_deep_house,new_discovery,7,tribal afro house emotional melodic beats long mix,33.0,_NoF5m3kJfo,https://www.youtube.com/watch?v=_NoF5m3kJfo,Afro House Mix 2026 🌊 Deep Afro Tribal Beats | Emotional Melodic Summer Flow #VOL 28,Jungle Pulse House,UCDP9FjDsxVoDSiVd58MnekA,409742,,,,,5033,83.88,True
discovery_cinematic_celtic_ambient,new_discovery,8,celtic ambient music 1 hour medieval fantasy relaxing,32.0,aIMhtT52fi8,https://www.youtube.com/watch?v=aIMhtT52fi8,Vale of the Quiet Heart | Fantasy Celtic Ambience | Relaxing Music [No Ads],Strings of Eternity,UC2uHgBl4hbiJ1B-Ehof7dtw,2030209,,,,,3741,62.35,True
discovery_cinematic_celtic_ambient,new_discovery,8,dark celtic ambient music for studying 1 hour,32.0,DsN-_KVZj8I,https://www.youtube.com/watch?v=DsN-_KVZj8I,The Ancient One 🌿 Celtic Dark Fantasy Music 🌙  Enchanting Medieval Atmospheric Meditative Music 🌳,Mists Of Serenity,UCkdNJBGgy60ehecRXYyiJmA,230179,,,,,3600,60.0,True
discovery_cinematic_celtic_ambient,new_discovery,8,fantasy medieval music castle tavern 2 hours,32.0,D02-tXFkgCI,https://www.youtube.com/watch?v=D02-tXFkgCI,Medieval Fantasy Tavern 2 | D&D Fantasy Music and Ambience,Daydreaming of Persephone,UCXqZqoI1UXKt78cpuSegVsQ,1161455,,,,,3869,64.48,True
discovery_latin_gospel_lofi,new_discovery,9,christian lofi beats prayer study 1 hour,31.0,pmW-HSHTh88,https://www.youtube.com/watch?v=pmW-HSHTh88,"Christian Lofi Playlist | 1 Hour of Worship, Stress Relief, Devotion, Study | Lofi Beats for Prayer",REDEFINED TV,UCOVQ9bWjKpS_1DSieC3LIUQ,332927,,,,,4850,80.83,True
discovery_latin_gospel_lofi,new_discovery,9,christian lofi beats prayer study 1 hour,31.0,t_3neEVbKSo,https://www.youtube.com/watch?v=t_3neEVbKSo,"☕️Christian Lofi Playlist | 1 Hour+ of Study, Chill, Stress Relief, Prayer, Devotion Beats",REDEFINED TV,UCOVQ9bWjKpS_1DSieC3LIUQ,84366,,,,,6229,103.82,True
discovery_latin_gospel_lofi,new_discovery,9,lofi cristiano salmos para trabajar orar,31.0,ParimmP0VJY,https://www.youtube.com/watch?v=ParimmP0VJY,Salmos Lo-fi: Jazz Relajante para Orar y Encontrar Paz | Ambiente de Cafetería Elegante,Naiah Soul,UCmjvXvfVBNHq1F1CmZ992Ww,345646,,,,,3618,60.3,True
current_ptbr_country_gospel_blues,current,1,Country Gospel Blues português 1 hora louvores para acalmar o coração,29.0,vaLk7UZ0XlI,https://www.youtube.com/watch?v=vaLk7UZ0XlI,"1 HORA de ECLESIASTES EM BLUES GOSPEL — Sabedoria Divina para Acalmar, Curar e Guiar a Alma",Morada de Paz,UCIoJr-q6RD2ieeVAz8YpCUQ,34122,,,,,3841,64.02,True
current_ptbr_country_gospel_blues,current,1,Country Gospel Blues português 1 hora louvores para acalmar o coração,29.0,ml5TsYqpayY,https://www.youtube.com/watch?v=ml5TsYqpayY,"1 HORA de PROVÉRBIOS EM BLUES GOSPEL — Cantados para, Orar, meditar e Acalmar a Alma",Morada de Paz,UCIoJr-q6RD2ieeVAz8YpCUQ,16756,,,,,3604,60.07,True
current_ptbr_country_gospel_blues,current,1,Sertanejo Country Gospel 1 hora Deus conhece sua dor,29.0,OSMLf-XCAC4,https://www.youtube.com/watch?v=OSMLf-XCAC4,DEUS CONHECE SUA DOR 🙏 1H10 Os Melhores Louvores Country Gospel Blues Para Acalmar o Coração,Country Blues e Fé,UCMg75Rr0g5wh6huDM4ri2yQ,2920,,,,,4344,72.4,True
current_spanish_gospel_blues,current,2,Gospel Blues en español 1 hora alabanzas para orar dormir,28.0,hLBsp7TjfeI,https://www.youtube.com/watch?v=hLBsp7TjfeI,"🙏 1 HORA Y 30 MINUTOS DE GOSPEL BLUES | Alabanzas para Orar, Descansar y Sentir la Presencia de Dios",El Camino da Fé,UC5gtfSw5vpAI84wlZnBNmUA,1326,,,,,5249,87.48,True
current_spanish_gospel_blues,current,2,Dios conoce tu dolor Gospel Blues en Español 1 hora,28.0,QmIlAR17JzU,https://www.youtube.com/watch?v=QmIlAR17JzU,DIOS CONOCE TU DOLOR 🙏 1 Hora de Gospel Country Blues | Alabanzas para Calmar el Corazón,Estrada da Fé,UCxHLI0_emNO7uHao-oXnpXQ,77,,,,,3732,62.2,True
current_spanish_gospel_blues,current,2,Cuando ya no puedes más gospel blues en español,28.0,sYXe37Uj6KI,https://www.youtube.com/watch?v=sYXe37Uj6KI,Cuando Ya No Tienes Fuerzas 🙏 Blues Gospel en Español,Luz y Blues Gospel,UCoSjl2sglmmGUxa16VGz0zw,60,,,,,3763,62.72,True
current_spanish_gospel_blues,current,2,Dios escuchó tu oración alabanzas gospel blues,28.0,87sJQkd22WU,https://www.youtube.com/watch?v=87sJQkd22WU,🔥 NECESITAS ESCUCHAR ESTO HOY 🙏 | Blues Gospel en Vivo que Tocará Tu Corazón,Latidos de Blues,UCIf19x1b4YIHSon10iOke1Q,30514,,,,,3901,65.02,True
current_dark_deep_house_noir_pulse,current,3,after 2am dark deep house mix focus no vocals,27.0,X5Zo03jZpdQ,https://www.youtube.com/watch?v=X5Zo03jZpdQ,"Night Work Music - 1 Hour Dark Minimal Electronic Focus, No Vocals | Aiko After Hours",Aiko After Hours,UC-8RY4aeFkNVGyMpKPRF2tQ,1,,,,,3836,63.93,True
current_dark_deep_house_noir_pulse,current,3,dark progressive house mix no vocals 1 hour 2026,27.0,GjwbvlwXWI8,https://www.youtube.com/watch?v=GjwbvlwXWI8,Mystic Dark Techno 2026 💥 Deep House Fantasy Vibes | Intense 1 Hour Focus Mix no vocals,Techno Escape,UCjteCebFWNx4YrAhwUKnG3w,3,,,,,5011,83.52,True
current_dark_deep_house_noir_pulse,current,3,dark deep house no vocals night drive mix,27.0,s8UZmOSxL7c,https://www.youtube.com/watch?v=s8UZmOSxL7c,Dark Industrial Deep House Mix 2026 | No Way Back | Night Drive Music 4K 60FPS,Night Driver Music,UCrGyWhM4d-TyeviePeXOWVg,61962,,,,,3781,63.02,True
current_jazz_lounge,current,4,smooth jazz lounge 1 hour 30 relaxing instrumental,26.0,Gy_f4lMr514,https://www.youtube.com/watch?v=Gy_f4lMr514,🎷 Jazz No Ads | Night Smooth Jazz for Relax & Sleep (1 Hour),Cloudy Notes,UCLlcfU4n5RE7tuMF8pfYMfA,81910,,,,,3789,63.15,True
current_jazz_lounge,current,4,rainy night jazz coffee shop ambience 2026,26.0,0jSKTrzhLvE,https://www.youtube.com/watch?v=0jSKTrzhLvE,Rainy Night Jazz ☕ Cozy Coffee Shop Ambience with Relaxing Smooth Jazz & Rain Sounds (2 Hours),Midnight Jazz Ambience,UCKR1IwbsBMseelU1ikk3WHw,6,,,,,3732,62.2,True
current_jazz_lounge,current,4,night jazz lounge instrumental 1h30,26.0,KXeHlsqxrlI,https://www.youtube.com/watch?v=KXeHlsqxrlI,"SMOOTH NIGHT JAZZ | 1H30 Relaxing Jazz Music for Work, Study & Cozy Evening",Goku's Jazz Lounge,UCMPe_ZUpPMhgn9NDKPOYNew,1,,,,,3625,60.42,True
current_jazz_lounge,current,4,night jazz lounge instrumental 1h30,26.0,L7Y97wchypA,https://www.youtube.com/watch?v=L7Y97wchypA,DEEP New Orleans Blues for Late Night Focus - 1H30 Basement 12 Club,Basement 12 Club ,UCVnU9PJOs3EAISGPRuP0A5A,135,,,,,5054,84.23,True
discovery_afro_deep_house,new_discovery,7,afro house sunset mix 1 hour deep house,23.0,am4t4xXjP6M,https://www.youtube.com/watch?v=am4t4xXjP6M,SUMMER AFRO HOUSE Sunset Mix 2026  | The Best of Afro House deep afro music dj 1 hour,Savanna Pulse,UC0R9eBhS3HHvpb6Q7NBlbWg,788,,,,,3624,60.4,True
discovery_afro_deep_house,new_discovery,7,afro melodic house mix 2026 long mix,23.0,MnJvKMnvvi4,https://www.youtube.com/watch?v=MnJvKMnvvi4,Afro House 2026 Mix | Deep Melodic Set 🎧 | Black Coffee Style ☕️ DJ Mix Vol. 35,Afro Groove,UCfRpxPjqpoM10tO5qi9F-EA,61770,,,,,5343,89.05,True
discovery_afro_deep_house,new_discovery,7,Afro House 2026 deep melodic set 1 hour,23.0,6kOp7Mw90nI,https://www.youtube.com/watch?v=6kOp7Mw90nI,Afro House 2026 | Deep Melodic Set | Black Coffee Style | DJ VANTA | 1 Hour Vol.17,VANTA AFRO HOUSE,UCalQp4Z8Wx_wEgfs99H5Esw,16484,,,,,5325,88.75,True
discovery_afro_deep_house,new_discovery,7,tribal afro house emotional melodic beats long mix,23.0,EfOuPuf1--I,https://www.youtube.com/watch?v=EfOuPuf1--I,Afro House Mix 2026 🔥 Tribal Afro House Energy | Emotional Melodic Beats - Savanna Beats,Savanna Beats,UCgsfoTfHfrn3Vou22ZWlNkg,2758,,,,,4470,74.5,True
discovery_afro_deep_house,new_discovery,7,tribal afro house emotional melodic beats long mix,23.0,MJAn4hxN2R8,https://www.youtube.com/watch?v=MJAn4hxN2R8,Afro House Mix 2026 🔥 Tribal Afro House Energy | Emotional Melodic Beats #VOL 35,Afro Groove Studio,UCBC9lrPIxI-yHgyBY5VV-cQ,299,,,,,5040,84.0,True
discovery_cinematic_celtic_ambient,new_discovery,8,medieval ambient music castle rain 1 hour,22.0,47D5edE_CaU,https://www.youtube.com/watch?v=47D5edE_CaU,Rain Sounds in a Medieval Forest | Castle Siege Ambience | Medieval Ambience | 1 Hour,Echoes of History,UCjqF3vm92SHbMyqOEmHtarg,284,,,,,3855,64.25,True
discovery_cinematic_celtic_ambient,new_discovery,8,dark celtic ambient music for studying 1 hour,22.0,x5yli0dUQtg,https://www.youtube.com/watch?v=x5yli0dUQtg,Dark Celtic Fantasy Music - The Last Lighthouse | 1 HOUR Relaxing Dark Ambience,Ruinfall: Dark Magic Traces,UCx_E2OqrC74KIP2Ev2jTxDg,822,,,,,4067,67.78,True
discovery_cinematic_celtic_ambient,new_discovery,8,dark celtic ambient music for studying 1 hour,22.0,exliv7q-b3s,https://www.youtube.com/watch?v=exliv7q-b3s,1 hour of Celtic Pagan Music | Magical & Relaxing,Sagason,UCW76WLmMxLwGJUyVkXyMpaA,19662,,,,,3689,61.48,True
discovery_latin_gospel_lofi,new_discovery,9,música cristiana lofi para estudiar orar 1 hora,21.0,o5cB_pp5OAY,https://www.youtube.com/watch?v=o5cB_pp5OAY,"Descansa en Su Presencia 🌙 Música Cristiana LoFi para Orar, Estudiar y Descansar | 1 Hora",Descansa en su Presencia,UCUrX-5BLAZay5ifJHt6OiPw,47,,,,,3652,60.87,True
discovery_latin_gospel_lofi,new_discovery,9,música cristiana lofi para estudiar orar 1 hora,21.0,WcQlwR4e0uE,https://www.youtube.com/watch?v=WcQlwR4e0uE,"Instrumental LOFI - JAZZ. 1 hora sin interrupciones. Ideal para estudiar, orar, leer o concentrarte.",Alabanza que Edifica | Música Cristiana LoFi,UCtj6KVLjVzltJHMDqbzxwcg,30,,,,,3617,60.28,True
discovery_latin_gospel_lofi,new_discovery,9,lofi cristiano salmos para trabajar orar,21.0,4lhTBoeb4Rc,https://www.youtube.com/watch?v=4lhTBoeb4Rc,Jazz Cristiano para Trabajar y Estudiar 📖  Salmos y Proverbios | Lofi Jazz Cristiano,Naiah Soul,UCmjvXvfVBNHq1F1CmZ992Ww,60964,,,,,4364,72.73,True
current_ptbr_country_gospel_blues,current,1,Country Gospel Blues português 1 hora louvores para acalmar o coração,19.0,mShRM6wnAZ8,https://www.youtube.com/watch?v=mShRM6wnAZ8,COUNTRY GOSPEL COLLECTION | Worship Songs to Calm the Heart,Som da presença,UCtISnyjHmYL6CWE4x3N__-w,1029415,,,,,2375,39.58,False
current_ptbr_country_gospel_blues,current,1,Country Blues Gospel português playlist completa oração madrugada,19.0,ZsYtGx_xO7o,https://www.youtube.com/watch?v=ZsYtGx_xO7o,"No Silêncio, Ouvi Teu Nome | Blues Cristão | Blues Gospel | Música Gospel",Blues Cristão,UCDo5e8I50MkP1CXDnR1AO9Q,659150,,,,,1515,25.25,False
current_ptbr_country_gospel_blues,current,1,Country Blues Gospel português playlist completa oração madrugada,19.0,pIy4dKcxMhA,https://www.youtube.com/watch?v=pIy4dKcxMhA,"Salmos 23, 42 e 103 – Blues Gospel da Fé Que Guia, Cura e Ilumina o Caminho",Alma Em Adoração,UCuIpM6Q5wqUP6iAB9ww0AuQ,3257047,,,,,1001,16.68,False
current_ptbr_country_gospel_blues,current,1,Deus viu suas lágrimas country gospel blues 1 hora,19.0,fdOMlUNysCU,https://www.youtube.com/watch?v=fdOMlUNysCU,A Força do Salmos em Blues – A Essência Divina do Salmos Que Acalma a Alma e Quebra Correntes,Salmos em Blues,UCGTG5JAotGPr-WsI_fNXgag,955469,,,,,3364,56.07,False
current_ptbr_country_gospel_blues,current,1,Quando você não aguenta mais louvores country gospel,19.0,fQkvy2_0Pko,https://www.youtube.com/watch?v=fQkvy2_0Pko,When I Can't Take It Anymore - Aharon Viana,Aharon Viana,UCx2S4s6Xzn3ihlsqW-Z04mw,346936,,,,,143,2.38,False
current_spanish_gospel_blues,current,2,Gospel Blues en español 1 hora alabanzas para orar dormir,18.0,uLpP37Q1PE4,https://www.youtube.com/watch?v=uLpP37Q1PE4,Gospel Blues en Español – Alabanzas para el Alma y la Fe,Pulsar de Adoración,UCfkR5On4xR_4QfWlZZqTK5A,552467,,,,,2881,48.02,False
current_spanish_gospel_blues,current,2,Gospel Blues en español 1 hora alabanzas para orar dormir,18.0,he9RPaTjtlY,https://www.youtube.com/watch?v=he9RPaTjtlY,Señor sana mi corazón roto💔| Ya no aguanto mas | Blues Gospel | 1 hora de Adoración Profunda,Latin Music Gospel,UCtsiNeEaSGN-mjTvBO5HgWg,376481,,,,,3461,57.68,False
current_spanish_gospel_blues,current,2,Dios conoce tu dolor Gospel Blues en Español 1 hora,18.0,UlXvH-SNkBU,https://www.youtube.com/watch?v=UlXvH-SNkBU,Un Día a la Vez ✝️ Mi Cristo – Blues Gospel Profundo | Cruz & Blues Worship Música Cristiana 🙏🔥,Cruz y Blues Worship,UCiuY4qiQcRlLPePRN7PlqlA,12581684,,,,,230,3.83,False
current_spanish_gospel_blues,current,2,Música cristiana blues español para descansar oración,18.0,T5Li0vnaDIo,https://www.youtube.com/watch?v=T5Li0vnaDIo,Sanación para un Corazón Cansado | ORACIÓN CANTADA | Salmos en Blues 2026,FE EN BLUES,UCZD4AWyOuU75C5HCYmWFIiw,501525,,,,,1769,29.48,False
current_spanish_gospel_blues,current,2,Cuando ya no puedes más gospel blues en español,18.0,Hix5LPKVWW8,https://www.youtube.com/watch?v=Hix5LPKVWW8,Oye Esto Cuando No Puedas Más | Blues Cristiano para Tu Espíritu,bluesdefe,UCe55WiW5GGFG3GJNgg7Z76g,228875,,,,,1495,24.92,False
current_spanish_gospel_blues,current,2,Dios escuchó tu oración alabanzas gospel blues,18.0,Z8tbk6ToZ2w,https://www.youtube.com/watch?v=Z8tbk6ToZ2w,🔥 NECESITAS ESCUCHAR ESTO HOY 🙏 | Blues Gospel en Vivo que Tocará Tu Corazón,Latidos de Blues,UCIf19x1b4YIHSon10iOke1Q,371371,,,,,3137,52.28,False
discovery_dark_academia_piano,new_discovery,6,dark academia classical music 1 hour studying rain,14.0,JzGHzaZC56k,https://www.youtube.com/watch?v=JzGHzaZC56k,studying in an old library in the melancholic rain (dark academia playlist),aly's frequencies,UC6frjjRIqhKD1qaAZTaVPAQ,1911216,,,,,3503,58.38,False
discovery_dark_academia_piano,new_discovery,6,dark academia piano playlist for reading 1 hour,14.0,jUtdUmMo9MI,https://www.youtube.com/watch?v=jUtdUmMo9MI,stay focused | Dark Academia Playlist,Dark Academy,UCEuUFb49MXieyuc0pbZKI_w,2569666,,,,,3286,54.77,False
discovery_afro_deep_house,new_discovery,7,afro house sunset mix 1 hour deep house,13.0,mm8PugX6QZ0,https://www.youtube.com/watch?v=mm8PugX6QZ0,Afro House Sunset Mix | Punta del Este,Maldo,UCgwG7Tb7WohCHrDwLxB6JQQ,16253950,,,,,2556,42.6,False
discovery_latin_gospel_lofi,new_discovery,9,Spanish Christian lofi study prayer music,11.0,VVztwudPGzg,https://www.youtube.com/watch?v=VVztwudPGzg,Deep Waters // 🌊 christian lofi // chill instrumental worship + study beats // lofi worship,The Lofi Christian,UCwckSFwCQbw_BiCzNab44Ng,1542307,,,,,2366,39.43,False
current_ptbr_country_gospel_blues,current,1,Sertanejo Country Gospel 1 hora Deus conhece sua dor,9.0,j0dyiV999dQ,https://www.youtube.com/watch?v=j0dyiV999dQ,DEUS CONHECE SUA DOR 🙏 1 Hora dos Melhores Louvores Country Blues Gospel Para Acalmar o Coração,Country Blues e Fé,UCMg75Rr0g5wh6huDM4ri2yQ,209,,,,,3546,59.1,False
current_ptbr_country_gospel_blues,current,1,Sertanejo Country Gospel 1 hora Deus conhece sua dor,9.0,HZH-oGg3OnM,https://www.youtube.com/watch?v=HZH-oGg3OnM,DEUS CONHECE SUA DOR 🙏 1Hora de Louvores Country Gospel para Acalmar o Coração e Renovar Suas Forças,Country Blues e Fé,UCMg75Rr0g5wh6huDM4ri2yQ,779,,,,,3542,59.03,False
current_ptbr_country_gospel_blues,current,1,Quando você não aguenta mais louvores country gospel,9.0,-fOoJ3RF98o,https://www.youtube.com/watch?v=-fOoJ3RF98o,Louvor Country Gospel  | Pra Quem Não Aguenta Mais Essa Dor,Louvores Country,UC_AzsxfEAH-tXU6IAiYIOAg,122,,,,,681,11.35,False
current_ptbr_country_gospel_blues,current,1,Quando você não aguenta mais louvores country gospel,9.0,yqZakPb3kGM,https://www.youtube.com/watch?v=yqZakPb3kGM,"🙏 When You Can't Take It Anymore, Listen to These 5 Praise Songs | Country Gospel 2026",Elias Da Fé,UCTZPYCn2mqOmw5FyfSSCN7g,767,,,,,1729,28.82,False
current_ptbr_country_gospel_blues,current,1,Quando você não aguenta mais louvores country gospel,9.0,0UXX1sRyTos,https://www.youtube.com/watch?v=0UXX1sRyTos,In Your Hands | Worship for When You Can No Longer Fight Alone | Bento Reis,Bento Reis,UCiqE7TR8kNV5DmKaLi49mrw,7497,,,,,325,5.42,False
