niche,query,score,video_id,url,title,channel,channel_handle,views,views_text,published,age_days_est,views_per_day_est,duration_seconds,duration_minutes,is_long_1h_plus
current_jazz_lounge,smooth jazz lounge 1 hour 30 relaxing instrumental,51.95,u603jFgo9oE,https://www.youtube.com/watch?v=u603jFgo9oE,3 Hour Saxophone 2025 Kenny G 🎷 Musica De Los 70 80 Las 200 Grandes Exitos Instrumentales De Oro,Guitar Music Lounge,@GuitarMusicLoungeCh2025-4,1267903,"1,267,903 views",1 year ago,365,3473.71,10471,174.52,True
current_dark_deep_house_noir_pulse,dark progressive house mix no vocals 1 hour 2026,51.88,U3SPkP4y-rY,https://www.youtube.com/watch?v=U3SPkP4y-rY,'Night Drive' - Relaxing Deep House & Progressive House Mix,The Grand Sound,@TheGrandSound,15179726,"15,179,726 views",7 years ago,2555,5941.18,7009,116.82,True
discovery_cinematic_celtic_ambient,celtic ambient music 1 hour medieval fantasy relaxing,51.58,KHFyUGCdvB4,https://www.youtube.com/watch?v=KHFyUGCdvB4,"Relaxing Celtic Music - Beautiful Medieval Music - Celtic, Medieval, Tavern Music, Deserted Castle", FanTaisia Ambience,@FanTaisiaAmbience24,2400912,"2,400,912 views",Streamed 2 years ago,730,3288.92,42891,714.85,True
current_dark_deep_house_noir_pulse,after 2am dark deep house mix focus no vocals,51.57,D4pGB3ijptw,https://www.youtube.com/watch?v=D4pGB3ijptw,​,Ok? and nobody.,,2396564,"2,396,564 views",2 years ago,730,3282.96,21601,360.02,True
current_dark_deep_house_noir_pulse,dark progressive house mix no vocals 1 hour 2026,51.57,CU1Nmb9_-dI,https://www.youtube.com/watch?v=CU1Nmb9_-dI,"Melodic Techno 2026 — Deep, Atmospheric & Driving | Night Drive + Focus Mix",Melodic techno room,@melodictechnoroom,591233,"591,233 views",6 months ago,180,3284.63,12668,211.13,True
discovery_cinematic_celtic_ambient,celtic ambient music 1 hour medieval fantasy relaxing,51.4,MzvxL9HrpQM,https://www.youtube.com/watch?v=MzvxL9HrpQM,Relaxing Celtic Fantasy Music for Study & Relaxation | The Path Into the Quiet Forest,Ancient Forest Melodies,@AncientForestMelodies,383931,"383,931 views",4 months ago,120,3199.43,7747,129.12,True
discovery_afro_deep_house,afro deep house mix 2026 1 hour no vocals,51.18,0pKETQNC4BI,https://www.youtube.com/watch?v=0pKETQNC4BI,Afro House Mix 2026 🌅 Best Afro Deep & Tribal Grooves | Sunset Energy Mix #VOL 34,Jungle Pulse House,@JunglePulseHouse,635348,"635,348 views",2 months ago,60,10589.13,5094,84.9,True
discovery_cinematic_celtic_ambient,dark celtic ambient music for studying 1 hour,51.18,8dGZsyV8WgU,https://www.youtube.com/watch?v=8dGZsyV8WgU,10 Hours of Celtic Music by Adrian von Ziegler,Adrian von Ziegler,/channel/UCSeJA6az0GrNM4_-pl3HQSQ,4513447,"4,513,447 views",4 years ago,1460,3091.4,36008,600.13,True
discovery_dark_academia_piano,dark academia classical music 1 hour studying rain,50.92,FQfsDannYBU,https://www.youtube.com/watch?v=FQfsDannYBU,You're Reading an Classic Book in a Gothic Library  with Rain Sounds | Dark Academia for Relax Mood,𝔻𝕒𝕣𝕜ℕ𝕚𝕘𝕙𝕥 𝕊𝕔𝕒𝕣𝕖,@DarkNightScared,887399,"887,399 views",Streamed 10 months ago,300,2958.0,14251,237.52,True
discovery_dark_academia_piano,gothic study music dark academia ambience,50.85,LmDENE8AGIc,https://www.youtube.com/watch?v=LmDENE8AGIc,Cozy Winter Study Room | Gothic Ambience with Fireplace & Snowfall |Dark Academia Music for Studying,Dark Academia ,@darkmusicno1,701504,"701,504 views",Streamed 8 months ago,240,2922.93,42897,714.95,True
current_jazz_lounge,smooth jazz lounge 1 hour 30 relaxing instrumental,50.71,rJ8aG3Y-Kv0,https://www.youtube.com/watch?v=rJ8aG3Y-Kv0,🔥 Cozy Smooth Jazz Music Fireplace ⏐ No Ads,Relax with TV Backgrounds,@RelaxwithTVBackgrounds,684757,"684,757 views",8 months ago,240,2853.15,43200,720.0,True
current_dark_deep_house_noir_pulse,after 2am dark deep house mix focus no vocals,50.7,eeD0bjlVggo,https://www.youtube.com/watch?v=eeD0bjlVggo,this is what deep ambient techno is supposed to feel like,lowkey ambient,@lowkeyambient,1552703,"1,552,703 views",5 months ago,150,10351.35,3793,63.22,True
discovery_cinematic_celtic_ambient,dark celtic ambient music for studying 1 hour,50.61,CU3ljg1JJhg,https://www.youtube.com/watch?v=CU3ljg1JJhg,Fantasy Music for Study & Relaxation — The Mage’s Terrace of Solace,Celesthyr,@Celesthyr,1023074,"1,023,074 views",1 year ago,365,2802.94,8542,142.37,True
discovery_latin_gospel_lofi,lofi cristiano en español para dormir estudiar,50.57,DKEfhpkXoNs,https://www.youtube.com/watch?v=DKEfhpkXoNs,Time With Jesus (Instrumental Lofi Worship),The Lofi Christian,/channel/UCwckSFwCQbw_BiCzNab44Ng,1017284,"1,017,284 views",1 year ago,365,2787.08,7492,124.87,True
discovery_dark_academia_piano,gothic study music dark academia ambience,50.5,TJ2da0s1MOE,https://www.youtube.com/watch?v=TJ2da0s1MOE,"Rainy Gothic Avenue at Dusk | Dark Academia Piano for Reading, Writing & Midnight Study",Dark Academia Nights,@darkacademianights-s9v,329817,"329,817 views",4 months ago,120,2748.47,10813,180.22,True
current_jazz_lounge,smooth jazz lounge 1 hour 30 relaxing instrumental,50.43,4sFWa9KEHY4,https://www.youtube.com/watch?v=4sFWa9KEHY4,"Smooth Whiskey Jazz | Soulful Blues Melodies for Focus, Study & Cozy Evenings, Whiskey Lounge Jazz",Old Whiskey Blues,@Old_Whiskey_Blues,733378,"733,378 views",9 months ago,270,2716.21,7730,128.83,True
discovery_cinematic_celtic_ambient,celtic ambient music 1 hour medieval fantasy relaxing,50.3,HUyMcGdmQYc,https://www.youtube.com/watch?v=HUyMcGdmQYc,"Relaxing Medieval Music | Medieval Celtic Music - Fantasy, Celtic, Folk - Daily Life As A Villager",Mystic Celtic,@MysticCeltic68,966340,"966,340 views",1 year ago,365,2647.51,11408,190.13,True
discovery_dark_academia_piano,dark academia classical music 1 hour studying rain,50.22,3WhP2KcA4Zk,https://www.youtube.com/watch?v=3WhP2KcA4Zk,"the more you learn, the lonelier it becomes | dark academia playlist",memoriae,/channel/UCYUBerFKFc7M-5mfBUuqG_Q,705368,"705,368 views",9 months ago,270,2612.47,7300,121.67,True
current_jazz_lounge,smooth jazz lounge 1 hour 30 relaxing instrumental,50.19,UM4mcdNMnss,https://www.youtube.com/watch?v=UM4mcdNMnss,1940s New York Jazz Lounge – Vintage Jazz Classics,Lepreezy,@Lepreezy,947790,"947,790 views",1 year ago,365,2596.68,14289,238.15,True
discovery_christian_sleep_ambient,christian sleep music 8 hours healing prayer instrumental,49.92,K-MC4jB65xc,https://www.youtube.com/watch?v=K-MC4jB65xc,8 Hours of Saxophone instrumental Christian Music | Time alone with God | Prayer Meditation,Soothing Music,@URIELVEGAMUSIC,4488052,"4,488,052 views",5 years ago,1825,2459.21,28535,475.58,True
current_dark_deep_house_noir_pulse,dark progressive house mix no vocals 1 hour 2026,49.82,Ca5EtR-TAco,https://www.youtube.com/watch?v=Ca5EtR-TAco,Chill Deep House Mix 2026 – Relaxing Sunset Vibes for Studying & Focus | Best Songs, Inner Deep Radio,@InnerDeepRadio-r4j,650854,"650,854 views",9 months ago,270,2410.57,10846,180.77,True
discovery_afro_deep_house,afro deep house mix 2026 1 hour no vocals,49.82,Ca5EtR-TAco,https://www.youtube.com/watch?v=Ca5EtR-TAco,Chill Deep House Mix 2026 – Relaxing Sunset Vibes for Studying & Focus | Best Songs, Inner Deep Radio,@InnerDeepRadio-r4j,650854,"650,854 views",9 months ago,270,2410.57,10846,180.77,True
discovery_dark_academia_piano,dark academia piano playlist for reading 1 hour,49.78,eQjSQ_0P_7w,https://www.youtube.com/watch?v=eQjSQ_0P_7w,Cozy Reading Alone from Your Bed with Castle View | Dark Academia Piano for Calm Study & Reflection,𝔻𝕒𝕣𝕜ℕ𝕚𝕘𝕙𝕥 𝕊𝕔𝕒𝕣𝕖,@DarkNightScared,645588,"645,588 views",Streamed 9 months ago,270,2391.07,14313,238.55,True
current_jazz_lounge,jazz cafe music for work study relaxing 1 hour,49.76,qSk38oym3U4,https://www.youtube.com/watch?v=qSk38oym3U4,(NO MID-ROLL ADS) Calm & Relaxing Spring Jazz 🌸 Spring Coffee Shop Ambience,Chill Jazz Station,/channel/UCa8uIf1mePRF34SyGPejoAg,868234,"868,234 views",1 year ago,365,2378.72,12191,203.18,True
discovery_dark_academia_piano,dark academia piano playlist for reading 1 hour,49.72,e497fSxcANE,https://www.youtube.com/watch?v=e497fSxcANE,"Cozy Autumn Reading Nook | Silent Hours in an Old Room | Dark Academia Music for Writing, Reflection",Raven's Quill,@Raven_Quill,861356,"861,356 views",1 year ago,365,2359.88,13216,220.27,True
discovery_christian_sleep_ambient,soaking worship instrumental sleep music no words,49.65,QmXalz0lU7U,https://www.youtube.com/watch?v=QmXalz0lU7U,REST IN JESUS - Soaking Worship Music | Instrumental for Prayer & Meditation,Divine Rhythm,@divinerhythm8386,849168,"849,168 views",1 year ago,365,2326.49,11214,186.9,True
current_jazz_lounge,jazz cafe music for work study relaxing 1 hour,49.64,ZbyxjGE885I,https://www.youtube.com/watch?v=ZbyxjGE885I,Jazz at the Library 📚 1 Hour Jazz Music 📖 Library Ambience | Studying Music | Work Aid 🎧,Chill Crossing Hour,@ChillCrossingHour,3584444,"3,584,444 views",1 year ago,365,9820.39,3906,65.1,True
current_jazz_lounge,rainy night jazz coffee shop ambience 2026,49.61,VhbID9DZns8,https://www.youtube.com/watch?v=VhbID9DZns8,Night Owl Jazz Cafe Ambience with Relaxing Jazz Music & Rain Sounds,Calmed By Nature,@CalmedByNature,3362175,"3,362,175 views",4 years ago,1460,2302.86,28981,483.02,True
current_spanish_gospel_blues,Dios conoce tu dolor Gospel Blues en Español 1 hora,49.38,BMFtqFtmYUw,https://www.youtube.com/watch?v=BMFtqFtmYUw,Sangre Que Me Da La Paz ✝️ | Blues Gospel – Voz Profunda y Espíritu Santo 🔥 Cruz & Blues Worship,Cruz y Blues Worship,/channel/UCiuY4qiQcRlLPePRN7PlqlA,4726021,"4,726,021 views",8 months ago,240,19691.75,245,4.08,False
discovery_cinematic_celtic_ambient,celtic ambient music 1 hour medieval fantasy relaxing,49.37,9yN4JUyfxeU,https://www.youtube.com/watch?v=9yN4JUyfxeU,Enchanted Lands (3 Hours) – Celtic Medieval | Relaxing Fantasy Music,Celtic Soul ,@CelticSoulAmbience,721616,"721,616 views",11 months ago,330,2186.72,11049,184.15,True
discovery_dark_academia_piano,dark academia classical music 1 hour studying rain,49.34,GNJE__4ZtvE,https://www.youtube.com/watch?v=GNJE__4ZtvE,Gibran Alcocer - All ideas playlist (1 Hour + Rain),Dreamland,@TVdreamland1,3530173,"3,530,173 views",1 year ago,365,9671.71,4008,66.8,True
discovery_dark_academia_piano,gothic study music dark academia ambience,49.32,20uf9i6xfJQ,https://www.youtube.com/watch?v=20uf9i6xfJQ,Dark Academia Piano and Cello | Reading in an Old Gothic Castle on a Stormy Night,Elemental SoundWorks,/channel/UCdsLSmcM1e6cHfYEVzuToGw,1577307,"1,577,307 views",2 years ago,730,2160.69,13178,219.63,True
discovery_christian_sleep_ambient,soaking worship instrumental sleep music no words,49.31,to7oosfpo9g,https://www.youtube.com/watch?v=to7oosfpo9g,12 Hours of Heavenly Hymns Cello and Piano 😌 No Repeats & No Ads,Prayer Pray,/channel/UChh_8d48Ps7E8Hlou8Ji5cA,387691,"387,691 views",6 months ago,180,2153.84,43094,718.23,True
discovery_cinematic_celtic_ambient,celtic ambient music 1 hour medieval fantasy relaxing,49.27,3qTDdzmzGPg,https://www.youtube.com/watch?v=3qTDdzmzGPg,An Ode to the Moon | Fantasy Celtic Ambience | Relaxing Music [No Ads],Strings of Eternity,@StringsofEternity,256287,"256,287 views",4 months ago,120,2135.72,10949,182.48,True
current_jazz_lounge,rainy night jazz coffee shop ambience 2026,49.18,r1z5wWNJiU4,https://www.youtube.com/watch?v=r1z5wWNJiU4,Cozy Spring Rain Coffee Shop ☕ Soft Jazz Piano & Fireplace Sounds for Work & Relax,Cozy Jazz Coffee,@CozyJazzCoffeee,313247,"313,247 views",5 months ago,150,2088.31,13660,227.67,True
discovery_dark_academia_piano,gothic study music dark academia ambience,49.15,Y2SpJEGbClI,https://www.youtube.com/watch?v=Y2SpJEGbClI,Gothic Winter Evenings | Dark Academia Tunes for Walking Through Snowy Streets | Melancholic Piano,STARLIGHT SKYBLUE,@STARLIGHTSKYBLUEE,757459,"757,459 views",Streamed 1 year ago,365,2075.23,39555,659.25,True
discovery_dark_academia_piano,dark academia classical music 1 hour studying rain,49.12,jc_MDDgPlYU,https://www.youtube.com/watch?v=jc_MDDgPlYU,"the smell of old books, rain and hot tea x dark academia playlist",Toxic Drunker,@ToxicDrunker_,1504290,"1,504,290 views",2 years ago,730,2060.67,12047,200.78,True
discovery_christian_sleep_ambient,christian sleep music 8 hours healing prayer instrumental,49.1,D1nWUgIwRwQ,https://www.youtube.com/watch?v=D1nWUgIwRwQ,Peaceful Instrumental Worship - 8 Hours of Relaxing Acoustic Guitar - Josh Snodgrass,Josh Snodgrass,/channel/UCpo9FHTBqBxtGWvNBPXW_1Q,2993797,"2,993,797 views",4 years ago,1460,2050.55,28922,482.03,True
current_jazz_lounge,jazz cafe music for work study relaxing 1 hour,49.04,72kUZ1LaI7U,https://www.youtube.com/watch?v=72kUZ1LaI7U,"Cafe Music 4K - Relaxing Jazz Music with Latte Art Scenes - Instrumental Piano Music for Study, Work",Space Jazz,@spacejazzchannel,2213862,"2,213,862 views",3 years ago,1095,2021.79,13164,219.4,True
discovery_cinematic_celtic_ambient,dark celtic ambient music for studying 1 hour,49.04,6aqQvH162y8,https://www.youtube.com/watch?v=6aqQvH162y8,"Celtic Harp and Flute - Healing Music - Deeply Relaxing and Soothing Music, Mossy Medieval Castle", FanTaisia Ambience,@FanTaisiaAmbience24,1473269,"1,473,269 views",Streamed 2 years ago,730,2018.18,42899,714.98,True
discovery_latin_gospel_lofi,christian lofi beats prayer study 1 hour,48.98,P-XnYn3FUq4,https://www.youtube.com/watch?v=P-XnYn3FUq4,"Christian Lofi Playlist - To relax, chill, study, or pray to. 📚",REDEFINED TV,@Beredefined,725985,"725,985 views",1 year ago,365,1989.0,11284,188.07,True
discovery_dark_academia_piano,gothic study music dark academia ambience,48.94,-Dd1xB7Xaac,https://www.youtube.com/watch?v=-Dd1xB7Xaac,A Lonely Night with a Castle View | Dark Academia Ambience for Reading | Relaxing Fireplace,Nostalgic Dark Academia,@Nostalgic.DarkAcademia,295571,"295,571 views",5 months ago,150,1970.47,11959,199.32,True
discovery_christian_sleep_ambient,soaking worship instrumental sleep music no words,48.93,p-LomsBQ8hA,https://www.youtube.com/watch?v=p-LomsBQ8hA,Healing - Two Hours of Instrumental Worship | Prayer Music | Sleep Music | Spontaneous Worship,Dan Musselman,/channel/UCuG1wOLEw11GDOodH--MS6w,4304617,"4,304,617 views",6 years ago,2190,1965.58,8312,138.53,True
current_dark_deep_house_noir_pulse,dark progressive house mix no vocals 1 hour 2026,48.77,ORUAFpaIkqM,https://www.youtube.com/watch?v=ORUAFpaIkqM,Deep House Music 2026 | Sunset Beach Club Vibes ~ Chill Deep House Mix Playlist & Best Songs, Inner Deep Radio,@InnerDeepRadio-r4j,508457,"508,457 views",9 months ago,270,1883.17,11041,184.02,True
discovery_christian_sleep_ambient,soaking worship instrumental sleep music no words,48.64,1zESzN4B62Y,https://www.youtube.com/watch?v=1zESzN4B62Y,Breakthrough | Instrumental Worship | Soaking in His Presence,Soaking in His Presence,@SoakinginHisPresence,3319983,"3,319,983 views",5 years ago,1825,1819.17,35728,595.47,True
current_jazz_lounge,smooth jazz lounge 1 hour 30 relaxing instrumental,48.63,KQrJOFnX0Aw,https://www.youtube.com/watch?v=KQrJOFnX0Aw,Smooth Jazz & R&B 90s – Fresh Start with Feel-Good Soulful Flow. Vol. 55,Smooth Operator,/channel/UCFCiqUekvZq199FCuX3r__A,490014,"490,014 views",9 months ago,270,1814.87,7676,127.93,True
discovery_dark_academia_piano,dark academia piano playlist for reading 1 hour,48.58,26Ch2vKsgTg,https://www.youtube.com/watch?v=26Ch2vKsgTg,"𝐃𝐚𝐫𝐤 𝐀𝐜𝐚𝐝𝐞𝐦𝐢𝐚 𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 𝐟𝐨𝐫 𝐖𝐡𝐞𝐧 𝐍𝐨𝐛𝐨𝐝𝐲 𝐊𝐧𝐨𝐰𝐬 𝐓𝐡𝐞 𝐑𝐞𝐚𝐥 𝐘𝐨𝐮 | 𝐌𝐞𝐥𝐚𝐧𝐜𝐡𝐨𝐥𝐢𝐜 𝐌𝐮𝐬𝐢𝐜 𝐭𝐨 𝐒𝐭𝐮𝐝𝐲, 𝐑𝐞𝐚𝐝, 𝐖𝐫𝐢𝐭𝐞",𝐑𝐄𝐆𝐍𝐔𝐌 𝐔𝐌𝐁𝐑𝐀𝐄,/channel/UCfZVLUVgZGUaiSV_jNNiHnw,1305669,"1,305,669 views",2 years ago,730,1788.59,7376,122.93,True
discovery_dark_academia_piano,dark academia classical music 1 hour studying rain,48.56,3-d5Wwuu3cM,https://www.youtube.com/watch?v=3-d5Wwuu3cM,Cozy Reading Secret Nook | Dark Academia Autumn Playlist with Rain Sounds | Classical Piano & Violin,Dark Academia  and Relaxing Dark BGM,,533530,"533,530 views",Streamed 10 months ago,300,1778.43,42898,714.97,True
discovery_latin_gospel_lofi,música cristiana lofi para estudiar orar 1 hora,48.55,yaTEX4bXiZc,https://www.youtube.com/watch?v=yaTEX4bXiZc,Best of Christian Lofi 🙏🏽 [chill instrumental worship] 🙏🏻,The Lofi Christian,/channel/UCwckSFwCQbw_BiCzNab44Ng,1296795,"1,296,795 views",2 years ago,730,1776.43,7736,128.93,True
current_ptbr_country_gospel_blues,Sertanejo Country Gospel 1 hora Deus conhece sua dor,48.54,0jcMC65fsfg,https://www.youtube.com/watch?v=0jcMC65fsfg,Músicas de Fé | Louvores Sertanejos Que Acalmam o Coração e Fortalecem a Alma,Estrada Sertaneja,@EstradaSertaneja-YT,1734367,"1,734,367 views",3 months ago,90,19270.74,1684,28.07,False
discovery_latin_gospel_lofi,lofi cristiano en español para dormir estudiar,48.42,6cVHKr13tQg,https://www.youtube.com/watch?v=6cVHKr13tQg,"Christian lofi~study, work, focus, peace, chill, productivity, sleep, stress relief~Yoni Charis",Yoni Charis,/channel/UCOjO2mZ3MZE9P__xDxTv27A,2496665,"2,496,665 views",4 years ago,1460,1710.04,18664,311.07,True
discovery_latin_gospel_lofi,música cristiana lofi para estudiar orar 1 hora,48.41,0hQwrvslJeI,https://www.youtube.com/watch?v=0hQwrvslJeI,Salmos 1-40| 2 Horas de Música Lofi Country Cristiana |Uplifting Praise Playlist para Orar y Meditar,Faith & Fe ,@FaitFe,621531,"621,531 views",1 year ago,365,1702.82,7755,129.25,True
discovery_cinematic_celtic_ambient,dark celtic ambient music for studying 1 hour,48.41,XdKFpo_ceY4,https://www.youtube.com/watch?v=XdKFpo_ceY4,Vargr - Meditative Nordic Viking Shamanic Music for Deep Relaxation,Rhythms of the World,/channel/UCJG8kzfZrs_POnSkvrknAcw,357938,"357,938 views",7 months ago,210,1704.47,9950,165.83,True
current_dark_deep_house_noir_pulse,dark progressive house mix no vocals 1 hour 2026,48.36,jB8zCEsPn_I,https://www.youtube.com/watch?v=jB8zCEsPn_I,no vocals house music for studying / working / coding - from distraction to focus,SOUND ISLAND,@soundlisland,613532,"613,532 views",1 year ago,365,1680.91,8700,145.0,True
discovery_afro_deep_house,afro deep house mix 2026 1 hour no vocals,48.36,jB8zCEsPn_I,https://www.youtube.com/watch?v=jB8zCEsPn_I,no vocals house music for studying / working / coding - from distraction to focus,SOUND ISLAND,@soundlisland,613532,"613,532 views",1 year ago,365,1680.91,8700,145.0,True
current_jazz_lounge,jazz cafe music for work study relaxing 1 hour,48.25,hTLa16ZwgX0,https://www.youtube.com/watch?v=hTLa16ZwgX0,"Library Coffee Shop Ambience with Smooth Jazz Music for Relaxing, Studying and Working",Coffee Shop Vibes,@CoffeeShopVibes,1778367,"1,778,367 views",3 years ago,1095,1624.08,13148,219.13,True
discovery_christian_sleep_ambient,soaking worship instrumental sleep music no words,48.22,XhASEIFbdkI,https://www.youtube.com/watch?v=XhASEIFbdkI,IN HIS PRESENCE - Soaking worship instrumental | Prayer and Devotional,Central Record,@CentralRecord,3325979,"3,325,979 views",1 year ago,365,9112.27,3809,63.48,True
discovery_christian_sleep_ambient,christian sleep music 8 hours healing prayer instrumental,48.11,XT8lVUM_SKU,https://www.youtube.com/watch?v=XT8lVUM_SKU,"Rest || 12-Hour Christian Sleep Music | Piano Instrumental for Sleep, Prayer and Worship",Depths of Worship,@DepthsofWorship,1136864,"1,136,864 views",2 years ago,730,1557.35,42289,704.82,True
discovery_latin_gospel_lofi,lofi cristiano en español para dormir estudiar,48.06,TNobejxQWvc,https://www.youtube.com/watch?v=TNobejxQWvc,"forrest frank but it's lofi - christian lofi 2 hour playlist for study, prayer, chill or work.",LowlyFM,@lowlyfm,458682,"458,682 views",10 months ago,300,1528.94,7360,122.67,True
current_ptbr_country_gospel_blues,Country Gospel Blues português 1 hora louvores para acalmar o coração,48.04,3A1nymotVL0,https://www.youtube.com/watch?v=3A1nymotVL0,【Country Gospel 2】 Calm Playlist / for Relax / Hope / Strength / Encouragement,Country Gospel Spirit,@Country.Gospel.Spirit,1468156,"1,468,156 views",1 year ago,365,4022.35,5488,91.47,True
current_spanish_gospel_blues,Gospel Blues en español 1 hora alabanzas para orar dormir,48.04,GG35TCx8U5g,https://www.youtube.com/watch?v=GG35TCx8U5g,8 HORAS DE MUSICA CRISTIANA DE ADORACION SIN ANUNCIOS PUBLICITARIOS PARA BENDECIR EL DIA,Música Para Devocional,@musicaparadevocional,1108524,"1,108,524 views",2 years ago,730,1518.53,28453,474.22,True
discovery_cinematic_celtic_ambient,celtic ambient music 1 hour medieval fantasy relaxing,47.98,xAz5tD8QmnQ,https://www.youtube.com/watch?v=xAz5tD8QmnQ,Medieval & Celtic Fantasy Music for Working and Studying,Healing Harmony Piano,@HealingHarmonyPiano-s3,543568,"543,568 views",1 year ago,365,1489.23,11451,190.85,True
current_jazz_lounge,jazz cafe music for work study relaxing 1 hour,47.93,R0gWefJXBuU,https://www.youtube.com/watch?v=R0gWefJXBuU,"Smooth & Chill Guitar | Smooth Jazz Guitar | Playlist at Work | Study, Relaxing & Soothing",Chill Guitar Music,/channel/UC_hOdGU7CK_jfckv2C6kmFA,2673498,"2,673,498 views",5 years ago,1825,1464.93,41825,697.08,True
discovery_christian_sleep_ambient,christian sleep music 8 hours healing prayer instrumental,47.64,-h9Vl4dxeNU,https://www.youtube.com/watch?v=-h9Vl4dxeNU,"God's Promises: 8 Hour Piano Worship Instrumental | Prayer, Meditation & Relaxation Music",DappyTKeys,/channel/UCGr0_ltrKMMsUDWPvrXvtJw,1447573,"1,447,573 views",3 years ago,1095,1321.98,29152,485.87,True
discovery_christian_sleep_ambient,christian sleep music 8 hours healing prayer instrumental,47.61,rdezlUHUM-c,https://www.youtube.com/watch?v=rdezlUHUM-c,"8 Hour Piano Instrumental Music for Sleep, Relaxation & Stress Relief",DappyTKeys,/channel/UCGr0_ltrKMMsUDWPvrXvtJw,2385939,"2,385,939 views",5 years ago,1825,1307.36,28865,481.08,True
discovery_dark_academia_piano,dark academia classical music 1 hour studying rain,47.53,ZRqtJvn5NR0,https://www.youtube.com/watch?v=ZRqtJvn5NR0,Gothic Reading Nook Under Warm Lights | Victorian Library Autumn Night | Dark Academia Ambience,Dark Academia ,@darkmusicno1,416966,"416,966 views",Streamed 11 months ago,330,1263.53,42896,714.93,True
discovery_christian_sleep_ambient,christian sleep music 8 hours healing prayer instrumental,47.49,cix2EizT57Q,https://www.youtube.com/watch?v=cix2EizT57Q,Christian Sleep Music 😴 10 Hours Relaxing Sleep Instrumental 😴 Night Ambience,Prayer Pray,/channel/UChh_8d48Ps7E8Hlou8Ji5cA,1362951,"1,362,951 views",3 years ago,1095,1244.7,36029,600.48,True
current_spanish_gospel_blues,Blues Cristiano en español alabanzas cristianas 1H30,47.48,J0hvkIcnGek,https://www.youtube.com/watch?v=J0hvkIcnGek,Canciones De Adoracion En Español/Worship Songs in Spanish/ Musica Cristiana,G FAVOR ALL FOR JESUS Español,@GFAVORALLFORJESUS,452310,"452,310 views",1 year ago,365,1239.21,12621,210.35,True
discovery_dark_academia_piano,dark academia classical music 1 hour studying rain,47.47,NxHLSbHOkdc,https://www.youtube.com/watch?v=NxHLSbHOkdc,Dark Academia | Classical Music for Studying,HALIDONMUSIC,@HALIDONMUSIC,1802763,"1,802,763 views",4 years ago,1460,1234.77,7606,126.77,True
current_spanish_gospel_blues,Gospel Blues en español 1 hora alabanzas para orar dormir,47.36,2Rc6hBX1apo,https://www.youtube.com/watch?v=2Rc6hBX1apo,Cuando el Alma Duele | Blues Gospel Profundo para Sanidad Interior,Gospel Blues House,@GospelBluesHouses,662413,"662,413 views",6 months ago,180,3680.07,6018,100.3,True
current_ptbr_country_gospel_blues,Country Blues Gospel português playlist completa oração madrugada,47.34,I7FmQka3Ekg,https://www.youtube.com/watch?v=I7FmQka3Ekg,horas de louvores  Tela Preta,VÍDEOS TELA PRETA SONS PARA DORMIR,@videostelapretasonsparador9178,1706817,"1,706,817 views",4 years ago,1460,1169.05,18001,300.02,True
current_ptbr_country_gospel_blues,Country Blues Gospel português playlist completa oração madrugada,47.26,VX-azBct7Mc,https://www.youtube.com/watch?v=VX-azBct7Mc,"LOUVORES CALMOS PARA DORMIR, COM TELA ESCURA - Melhores hinos de 2023- 2024",Melhores Músicas Gospel,@melhoresmusicasgospel6682,824190,"824,190 views",2 years ago,730,1129.03,7219,120.32,True
discovery_cinematic_celtic_ambient,dark celtic ambient music for studying 1 hour,47.26,jWObTfiovD8,https://www.youtube.com/watch?v=jWObTfiovD8,Epic Celtic Music Mix - Most Powerful & Beautiful Celtic Music | Vol.1,Epic Music World,@EpicMusicWorld_Official,14572882,"14,572,882 views",11 years ago,4015,3629.61,5741,95.68,True
discovery_christian_sleep_ambient,soaking worship instrumental sleep music no words,47.25,DlAZxnpsFdo,https://www.youtube.com/watch?v=DlAZxnpsFdo,"Modern Hymns - Instrumental Worship - 5 HOURS - Hillsong, Jesus Culture, Matt Redman, Chris Tomlin.",David Andrew,/channel/UC1UP7iPrw9JuMVfaqQphQDg,2055198,"2,055,198 views",5 years ago,1825,1126.14,18657,310.95,True
current_dark_deep_house_noir_pulse,dark progressive house mix no vocals 1 hour 2026,47.18,QiF0E3K_r-U,https://www.youtube.com/watch?v=QiF0E3K_r-U,working late in a neon city | no vocals deep house study mix,SOUND ISLAND,@soundlisland,130751,"130,751 views",4 months ago,120,1089.59,7605,126.75,True
current_jazz_lounge,rainy night jazz coffee shop ambience 2026,47.06,rsPtZjm6ZtQ,https://www.youtube.com/watch?v=rsPtZjm6ZtQ,"Cozy Rain March in Coffee Shop ☕ Gentle Jazz With Fireplace Ambience For Positive, Relieve Stress",Cafe Jazz Ambience,@cafejazzambience1365,123494,"123,494 views",Streamed 4 months ago,120,1029.12,42900,715.0,True
discovery_christian_sleep_ambient,christian sleep music 8 hours healing prayer instrumental,47.0,Rq22brY8Jx0,https://www.youtube.com/watch?v=Rq22brY8Jx0,"8 Hour Relaxation, Sleep & Stress Relief Piano Instrumental Music",DappyTKeys,/channel/UCGr0_ltrKMMsUDWPvrXvtJw,2923654,"2,923,654 views",8 years ago,2920,1001.25,29716,495.27,True
